Content ID,en,zh,fr,de,it,ko,pl,ru,es
'CiJp',Press the up arrow key to jump!,按上方向键跳跃！,Appuyez sur la flèche pour sauter!,Drücken Sie die Pfeiltaste nach oben zu springen!,Premere il tasto freccia per saltare!,눌러 점프하는 화살표 키!,"Naciśnij klawisz strzałki w górę, aby przejść!","Нажмите клавишу со стрелкой вверх, чтобы прыгать!",Pulse la tecla de flecha arriba para saltar!
'CiJ1',"Jesus christ, no, not like that",天啊，不、不是这样的,"Jésus-Christ, non, pas comme ça","Jesus Christus, nein, nicht so","Gesù Cristo, no, non così","예수 그리스도, 아니, 같은 그","Jezus Chrystus, nie, nie tak","Иисус Христос, нет, не так","Jesucristo, no, no de esa"
'CiJ2',Press your up arrow to jump up!,按上方向键跳起来！,Appuyez sur votre flèche haut pour sauter!,Drücken Sie Ihren Pfeil nach oben aufspringen!,Premete il tuo freccia su per saltare!,를 눌러 위로 점프 화살표 당신!,"Przycisnąć strzałkę w górę, aby przejść w górę!","Жму стрелку вверх, чтобы прыгать вверх!",Presiona la flecha hacia arriba para saltar!
'CiJ3',"I swear, you're the reason I needed to add these tutorials",我发誓，我要写这些教程都是因为你,"Je te jure, tu es la raison pour laquelle je besoin d'ajouter ces tutoriels","Ich schwöre, sie ist der Grund, warum ich diese Tutorials hinzuzufügen benötigen","Giuro, tu sei la ragione per cui ho bisogno di aggiungere questi tutorial","난 당신이 내가이 튜토리얼을 추가하는 데 필요한 이유있어, 맹세","Przysięgam, jesteś powodem, że muszę dodać te tutoriale","Я клянусь, что ты причина, мне нужно, чтобы добавить эти учебники","Juro, eres la razón por la que tenía que añadir estos tutoriales"
'Cij1',"Now, hold that wall close,",现在，贴在墙上，,"Maintenant, maintenez que près du mur,","Nun hält die Wand zu schließen,","Ora, tenere quel muro vicino,",이제 그 벽 가까이 개최,"Teraz trzymać tak blisko ściany,","Теперь, считают, что стена близко,","Ahora, espera que la pared de cierre,"
'Cij2',Like it was your fiance who promised that you'd never be alone but died far too young in a horrible accident that was no ones fault but has still left you a soul-less husk,就像是你的未婚夫承诺过永远不会让你孤单但他却在一场没人对此有责任的可怕事故里早早死去而且最后还是给你留下了一个没有灵魂的躯壳一样,"Comme ce fut votre fiancé qui a promis que vous ne seriez jamais seul mais il est mort beaucoup trop jeune dans un accident horrible qui était pas les faute, mais n'a toujours vous laissé une enveloppe sans âme","Wie es war Ihr Verlobter, der versprach, dass Sie nie allein sein würde, aber starb viel zu früh in einem schrecklichen Unfall, der keine solche Fehler war, aber hat man noch eine seelenlose Schale links","Come è stato il tuo fidanzato che ha promesso che si sarebbe mai soli, ma morì troppo giovane in un incidente orribile che era colpa non quelli, ma è ancora hai lasciato un guscio senz'anima",당신이 혼자 않겠다고 약속하지만 사람이 잘못되지 않았다하지만 여전히 당신에게 영혼없는 껍질을 떠난 끔찍한 사고로 너무 젊은 죽은 약혼자처럼,"Jakby to był twój narzeczony, który obiecał, że nigdy nie będę sam, ale zmarł zbyt młody w strasznym wypadku, który nie był z nich przyczepić ale pozostało ci łuskę soul-less","Как это был ваш жених, который обещал, что вы никогда не будет в одиночку, но умер слишком молодым в ужасной аварии, которая была не те вина, но до сих пор оставил вам душу меньше шелухи","Como si fuera su prometido que prometió que nunca estaría sola, pero murió demasiado joven en un accidente horrible que fue culpa no queridos, pero aún tiene que dada una cáscara sin alma"
'Cij3',And then press your up key to do a wall-jump!,然后按上方向键做蹬墙跳！,Et puis appuyez sur votre touche jusqu'à faire un mur saut!,Und drücken Sie dann Ihre Taste nach oben eine Wand-Sprung zu tun!,E poi premi il tasto fino a fare un wall-jump!,그리고 벽 점프를 할 수있는 당신의 최대 키를 누르십시오!,A następnie naciśnij klucz do nadrobienia na ścianie skok!,"А затем нажмите ключ, чтобы сделать стену прыжок!","Y a continuación, pulse la tecla de arriba para hacer una pared salto!"
'CDHU',"Love hurts, son",爱情让人拥有快乐，也会带来折磨，孩子,"L'amour fait mal, fils","Love hurts, Sohn","L'amore fa male, figlio","사랑은, 아들이 아파요","Miłość boli, synu","Любовь болит, сын","El amor duele, hijo"
'I1P1',I ain't ever seen anything like it,这种场面我还真没见过,Je n'est pas jamais vu quelque chose comme ça,Ich bin nicht immer etwas Vergleichbares gesehen,Io non è mai visto niente di simile,나는 지금까지 이런 건 볼 수 없습니다,I nie jest nigdy nie widział czegoś podobnego,Я не видел ничего подобного,Yo no he visto nada igual
'I1M1',lost forever to the Oblivion,在永恒失落中走向遗忘,perdu pour toujours à Oblivion,für immer verloren zu Oblivion,perso per sempre alla Oblivion,망각에 영원히 손실,utracone na zawsze do Obliviona,потеряны навсегда в Oblivion,perdido para siempre al olvido
'I1M2',The runes... so pretty...,这些符文...好漂亮...,Les ... si jolie runes ...,Die Runen ... so schön ...,Le rune ... così bella ...,룬 문자 ... 너무 예쁜 ...,Runy ... tak bardzo ...,Руны ... так красиво ...,Las runas ... tan bonito ...
'I1P2',"I'll tell you what though,",尽管如此，我告诉你，,"Je vais vous dire ce que,","Ich werde Ihnen sagen, was aber,","Ti dirò che cosa, però,","나는, 비록 당신이 무엇을 말해주지","Powiem ci, co jednak","Я вам скажу, что, хотя,","Te diré lo que, sin embargo,"
'I1P3',Ain't ever using an organic pesticide again,别再掺金坷垃了,Est jamais utiliser à nouveau un pesticide biologique,Ist das nicht immer wieder unter Verwendung eines organischen Pestizid,Non è mai utilizzare nuovamente un pesticida biologico,다시 유기 농약을 사용하지 않는,Nie jest nigdy użyciem pestycydu organiczną,Является ли когда-либо не использует органический пестицид снова,No es siempre el uso de un pesticida orgánico de nuevo
'I1B1',"Hey Timmy, so I was over eatin' sunshine with Becky the other day, and, well,",嘿，提米，前几天我和贝基一起吃了很多蒲公英，然后，呃，,"Hey Timmy, donc je suis sur Eatin soleil avec Becky l'autre jour, et, bien,","Hey Timmy, so war ich über eatin Sonnenschein mit Becky den anderen Tag, und, na ja,","Hey Timmy, così mi è stato più di eatin' di sole con Becky, l'altro giorno, e, beh,","이봐, 티미, 그래서 나는이 이상 잘 베키와 '햇살에게 다른 일을 소 비용,되었다,","Hej Timmy, więc byłem na eatin' cu z Becky na drugi dzień, i dobrze,","Эй Тимми, так что я над ели солнце с Бекки на другой день, и, ну,","Hey Tim, así que estaba comiendo más de sol con Becky, el otro día, y, bueno,"
'I1B2',"I know we both like Becky, let's face it who w...",我知道我们都喜欢贝琪，但我们还是面对现实吧...,"Je sais que nous aimons tous les deux Becky, avouons-le, qui w ...","Ich weiß, dass wir beide wie Becky, seien wir ehrlich, die w ...","So che ci sia come Becky, diciamocelo che w ...","나는 베키처럼 우리 모두가,의 누가 승 그것을 직면하자 알고 ...","Wiem, że oboje jak Becky, nie oszukujmy się, kto w ...","Я знаю, что мы оба, как Бекки, давайте посмотрим правде в глаза, кто ж ...","Sé que tanto como Becky, seamos realistas que w ..."
'I1T1',"Bobby, pal",波比，好兄弟,"Bobby, mon pote","Bobby, Kumpel","Bobby, amico","바비, 친구","Bobby, pal","Бобби, дружище","Bobby, PAL"
'I1T2',"I'm going to have to cut you off right there,",我现在不得不打断一下你，,"Je vais devoir vous couper là,","Ich werde Sie genau dort haben, abzuschneiden,","Ho intenzione di avere a interromperla proprio lì,","나는, 바로 당신을 차단해야 할거야","Będę musiał wyciąć cię właśnie tam,","Я буду иметь, чтобы отрезать вас прямо там,","Voy a tener que cortar que allí mismo,"
'I1T3',Becky isn't *even* on my radar.,贝琪*甚至*没被我注意到,Becky n'est pas * même * sur mon radar.,Becky ist nicht * selbst * auf meinem Radar.,Becky non è nemmeno * * sul mio radar.,베키는 *도 * 내 레이더에 없습니다.,Becky nie jest jeszcze * * na moim radarze.,Бекки не * даже * на моем радаре.,Becky no es siquiera * * en mi radar.
'I1T4',"But, if you really wanted to impress her?",但是，如果你真的想给她留下深刻印象，,"Mais, si l'on voulait vraiment l'impressionner?","Aber, wenn Sie wirklich wollte, dass sie beeindrucken?","Ma, se si voleva davvero per impressionare il suo?","그러나, 당신은 정말 그녀의 인상을 원한다면?",Ale jeśli naprawdę chciał jej zaimponować?,"Но, если вы действительно хотите, чтобы произвести на нее впечатление?","Pero, si realmente quería impresionarla?"
'I1T5',You'd grab some of those flowers from up on Hagatha Hill,你可以从哈加塔山上摘些蒲公英给她,Vous attrapions quelques-unes de ces fleurs du haut de la colline Javotte,Sie würden einige dieser Blumen von oben auf Hagatha Hill greifen,Si potrebbe afferrare alcuni di quei fiori da su Hagatha Hill,당신은 Hagatha 힐부터 그 꽃의 일부를 잡아 것,Można by chwycić niektóre z tych kwiatów z up na Hagatha Hill,Вы бы захватить некоторые из этих цветов из вверх по Hagatha Hill,Se podría agarrar algunas de esas flores desde arriba en la colina Hagatha
'I1BE',"*Eats 3 dandelions at once, maintaining eye contact*",*一次吃3个蒲公英，保持眼神交流*,"* Mange 3 pissenlits à la fois, maintenir le contact visuel *","* Essen 3 Löwenzahn auf einmal, Blickkontakt *","* Pasti 3 denti di leone in una volta, mantenendo il contatto visivo *","한번에 먹 * 3 개 민들레, 눈을 유지 *","* 3 posiłki mlecze na raz, utrzymując kontakt wzrokowy *","* Ест 3 одуванчик сразу, поддерживая зрительный контакт *","* Comer 3 dientes de león a la vez, manteniendo el contacto visual *"
'I1b1',Wow...,哇...,Wow...,Beeindruckend...,Wow...,와...,Łał...,Вау...,Guau...
'I1b2',this,这,ce,Dies,Questo,이,to,это,esta
'I1b3',THIS,这！,CE,DIES,QUESTO,이,TO,ЭТО,ESTA
'I1b4',is a REALLY great cage!,真是个大笼子！,est une cage vraiment super!,ist ein wirklich großer Käfig!,è davvero un grande gabbia!,정말 좋은 케이지입니다!,Jest to naprawdę wielka klatka!,это действительно большая клетка!,Es realmente un gran jaula!
'I2T1',Uuhh,呃呃,uuhh,uuhh,Uuhh,Uuhh,Uuhh,Uuhh,uuhh
'I2T2',That's a yikes,太惊人了,C'est un yikes,Das ist eine Huch,Questo è un yikes,그건 이궁의,To Jezu,Это Хлоп,Eso es un uff
'I3F1',"Why, it's 'Little Timmy'!",为什么，这是“小提米”？！,"Pourquoi, il est 'Little Timmy'!","Warum, es ist 'Little Timmy'!","Perché, è 'Little Timmy'!","왜, 그것의 '리틀 티미'!",Dlaczego jest to „mały Timmy”!,Почему это «Маленький Тимми»!,"Por eso, es 'Little Timmy!"
'I3F2',"Now what seems to be the problem, my dear 'Little Timmy'?",现在问题应该是什么了，我亲爱的“小提米”？,"Maintenant, ce qui semble être le problème, ma chère petite Timmy?","Nun, was das Problem scheint, mein lieber ‚Little Timmy‘ zu sein?","Ora, quello che sembra essere il problema, caro 'Little Timmy'?","이제 어떻게 내 사랑 '리틀 티미', 문제가 될 것 같다?","Teraz to, co wydaje się być problem, moja droga „Mały Timmy”?","Теперь то, что, как представляется, проблема, моя дорогая ""Маленький Тимми?","Ahora lo que parece ser el problema, querida 'Little Timmy'?"
'I3T1',Problem??,问题？？,Problème??,Problem??,Problema??,문제??,Problem??,Проблема??,¿¿Problema??
'I3T2',PROBLEM?,问题？,PROBLÈME?,PROBLEM?,PROBLEMA?,문제?,PROBLEM?,ПРОБЛЕМА?,¿PROBLEMA?
'I3T3',We had a deal you jive ass snowball,我们说好了，你个大骗子雪球,Nous avons eu une affaire que vous jive cul boule de neige,Wir hatten einen Deal Sie jive ass Schneeball,Avevamo un accordo si jive ass palla di neve,우리는 거래를했다 당신 흔들 엉덩이 눈덩이,Mieliśmy umowę ty jive ass śnieżki,Мы имели дело вы джайв задницу снежный ком,Tenemos un trato que jive culo bola de nieve
'I3T4',"I get you out of the cage, you take care of my Bobby problem",我带你离开笼子，你把我的波比问题处理掉,"Je te sors de la cage, vous prenez soin de mon problème Bobby","Ich Sie von dem Käfig heraus, Sie kümmern sich um meinen Bobby Problem","Ottengo fuori dalla gabbia, si prende cura del mio problema Bobby","난 당신이 내 바비 문제를 돌봐, 케이지의 당신을 얻을","Ja cię wydostać z klatki, dbasz o mój problem Bobby","Я тебя из клетки, вы позаботитесь о моей проблеме Бобби","Llego a salir de la jaula, a cuidar de mi problema Bobby"
'I3T5',"Now Becky is fucking dead, and it's because of you",现在贝琪TM的死了，这都是因为你,"Maintenant, Becky est putain de mort, et il est à cause de vous","Jetzt Becky ist verdammt tot, und es ist wegen dir","Ora Becky è fottutamente morto, ed è grazie a te","이제 베키 죽은 빌어 먹을, 그리고 그것은 당신 때문에","Teraz Becky jest kurwa żyje, a to ze względu na was","Теперь Бекки трахают мертвы, и это из-за вас","Ahora Becky es jodidamente muerto, y es gracias a ti"
'I4R1',Uhhhhhhhhhhh,呃呃呃呃呃,uhh,uhh,uhh,어,Uhh,Гм,uhh
'I4R2',Question mark?,不稳定因素？,Point d'interrogation?,Fragezeichen?,Punto interrogativo?,물음표?,Znak zapytania?,Вопросительный знак?,¿Signo de interrogación?
'I4O1',Haven't seen a tear in space this bad in awhile,很久没看到这么严重的空间裂缝了,Je n'ai pas vu une larme dans l'espace ce mauvais temps en temps,Haben Sie nicht eine Träne im Raum so schlecht in eine Weile gesehen,Non hanno visto una lacrima nello spazio questo male in un po ',한동안 공간에서 눈물이 나쁜 보지 못했다,Nie widziałem łzą w przestrzeni tak źle w chwilę,Не видела слезу в пространстве это плоха в каком-то время,No he visto un desgarro en el espacio de este mal en cuando
'I4O2',It's like the level was cut right down the middle,就像是从正中间切开来的,Il est comme le niveau a été coupé par le milieu,Es ist wie das Niveau genau in der Mitte geschnitten wurde,E 'come se il livello è stato tagliato proprio in mezzo,레벨이 중간에서 내려 바로 절단 같아,To jak poziom wycięto aż środku,Это как уровень был вырезан прямо по центру,Es como el nivel fue cortada por la mitad
'I4O3',Only one thing that could do this,只有一个东西能做到这种事,Une seule chose qui pourrait faire,"Nur eine Sache, die dies tun könnte",Solo una cosa che potrebbe fare questo,이 작업을 수행 할 수있는 단 한 가지,"Tylko jedna rzecz, która może to zrobić","Только одна вещь, которая может сделать это",Sólo hay una cosa que podría hacer esto
'I4O4',Big.,大。,Gros.,Groß.,Grande.,큰.,Duży.,Большой.,Grande.
'I4O5',Ass.,屁股。,Cul.,Arsch.,Culo.,나귀.,Tyłek.,Жопа.,Culo.
'I4O6',Optimization problems,来优化一下问题,Les problèmes d'optimisation,Optimierungsprobleme,problemi di ottimizzazione,최적화 문제,problemy optymalizacyjne,проблемы оптимизации,problemas de optimización
'P2E1',Hmmm...,嗯...,Hmmm...,Hmmm...,Hmmm ...,흠 ...,Hmmm...,Хм...,Mmm...
'P2E2',My expert opinion?,至于我的专家意见？,Mon avis d'expert?,Mein Gutachten?,Il mio parere di esperti?,내 전문가의 의견?,Moja opinia biegłego?,Мое мнение эксперта?,Mi opinión de los expertos?
'P2E3',50% inconvenient.',你的“形式”不对,pratique '50% « .,'50% unbequem.‘,'50% scomodo '.,'50 %의 불편. ','50% niewygodne.,'50% неудобным.,'50% inconveniente '.
'P2O1',I hope you brought your floaties,我希望你带了一些能漂浮的东西,J'espère que vous avez apporté vos floaties,"Ich hoffe, dass Sie Ihre floaties gebracht",Spero che hai portato i tuoi floaties,나는 당신이 당신의 floaties을 가져 희망,"Mam nadzieję, że przyniósł swoje floaties","Я надеюсь, что вы принесли свои Floaties",Espero que hayas traído sus flotadores
'P2O2',Cuz,因为,Parce que,weil,Perché,때문에,Dlatego,Потому что,Porque
'P2O3',It's,这里是,C'est,Es ist,Suo,이것의,Jego,Это,Es
'P2O4',tHHEEE OCCEEAANNN,大海啊啊啊啊啊,L'OCÉAN,DER OZEAN,L'OCEANO,바다,OCEAN,ОКЕАН,EL OCÉANO
'P2O5',*rapid-fire airhorn noises*,*接二连三的喇叭声*,* Bruits de airhorn-feu rapide *,* Schnellfeuer airhorn Geräusche *,* Fuoco rapido airhorn rumori *,* 속사 airhorn 소음 *,* Airhorn odgłosy szybkiego ognia *,* Скоропалительные Airhorn шумы *,* Fuego rápido ruidos Airhorn *
'P3SN',*sniff*,*吸鼻子*,*renifler*,*schnüffeln*,*annusare*,*맡다*,*wąchać*,* Сопение *,*oler*
'CCT1',"Nice, you've enabled camera tracking!",太好了，你已经激活了镜头追踪！,"Nice, vous avez activé le suivi de la caméra!","Schön, dass Sie haben fähige Kamera-Tracking!","camera tracking Nizza, hai attivato!","니스, 당신이 설정 한 카메라 추적!","Ładne, masz włączone śledzenie aparat!","Nice, вы включили отслеживание камеры!","seguimiento de la cámara agradable, se ha habilitado!"
'CCT2',Turn tracking on and off by pressing the escape key,按ESC键切换开启和关闭追踪,Tourner le suivi sur et en appuyant sur la touche d'échappement,"Schalten Tracking ein- und ausschalten, indem Sie die Escape-Taste drücken",Attivare il monitoraggio e spegnimento premendo il tasto Esc,Esc 키를 눌러 켜거나 추적을 돌려,"Skręć śledzenia i wyłączać, naciskając klawisz Esc",Включите отслеживание и выключается нажатием на клавишу выхода,Girar el seguimiento de encendido y apagado pulsando la tecla de escape
'CCT3',Each mode has different advantages and disadvantages,每种模式都有不同的优点和缺点,Chaque mode a des avantages et des inconvénients,Jeder Modus hat unterschiedliche Vor- und Nachteile,Ogni modalità ha diversi vantaggi e svantaggi,각 모드는 서로 다른 장점과 단점이 있습니다,Każdy tryb ma różne zalety i wady,Каждый режим имеет свои преимущества и недостатки,Cada modo tiene diferentes ventajas y desventajas
'CCT4',Try getting good at both!,试着把两种模式都用好！,Essayez d'obtenir un bon à la fois!,Versuchen Sie gut auf beide bekommen!,Prova ad ottenere bravo a entrambi!,모두에서 좋은를 받고보십시오!,Spróbuj znaleźć dobry w obu!,Попробуйте получить хороший на обоих!,Trate de conseguir buenos en ambos!
'TYTR',Special thanks to {0} for translating Escape Dream World to {1}!,特别感谢{0}翻译了逃脱梦境世界{1}！,Un merci spécial à {0} pour traduire évasion Dream World {1}!,Besonderer Dank geht an {0} für die Übersetzung Flucht Dream World zu {1}!,Un ringraziamento speciale a {0} per la traduzione Fuga Dream World a {1}!,{1}에 탈출 꿈의 세계를 변환하는 {0}에 대한 특별 감사합니다!,Specjalne podziękowania dla {0} do tłumaczenia Ucieczka Dream World {1}!,Отдельное спасибо {0} для перевода побег мир мечты в {1}!,Un agradecimiento especial a {0} para la traducción de escape Mundo de los Sueños a {1}!
'TYGO',Translations powered by Google Translate. Check out the main page or discord to contribute additional translations!,OKN提供翻译。,Traductions générée par Google Translate. Consultez la page principale ou la discorde pour contribuer aux traductions supplémentaires!,"Übersetzungen powered by Google Translate. Schauen Sie sich die Hauptseite oder Zwietracht, um zusätzliche Übersetzungen beitragen!",Traduzioni powered by Google Translate. Controlla la pagina principale o discordia di contribuire traduzioni aggiuntive!,구글에 의해 구동 번역 번역. 메인 페이지 또는 추가 번역에 기여하는 불화를 확인하세요!,Tłumaczenia Powered by Google Translate. Sprawdź stronę główną lub niezgodę przyczynić się dodatkowe tłumaczenia!,Переводы питание от Google Translate. Проверьте главную страницу или диссонанс внести свой вклад дополнительных переводов!,Traducciones tecnología de Google Translate. Echa un vistazo a la página principal o la discordia contribuir traducciones adicionales!
'Cis1',Well look who decided to show up.,那么看看谁决定露面。,Regardez bien qui a décidé de se présenter.,"Nun sehen, die bis zu zeigen, entschieden.",Beh sguardo che ha deciso di presentarsi.,표시하기로 결정 잘 봐.,"Dobrze wyglądają, którzy zdecydowali się pokazać.","Ну посмотрите, кто решил показать.",mirada así que decidió aparecer.
'Cis2',Welcome to the Doors.,欢迎来到门。,Bienvenue aux portes.,Willkommen bei den Türen.,Benvenuti alle porte.,문에 오신 것을 환영합니다.,Zapraszamy do drzwi.,Добро пожаловать в дверь.,Bienvenido a las puertas.
'Cis3',"Here you can enter one of three worlds to run, skate or 2D-ify your way through.",在这里，你可以输入一个三个世界跑，滑冰或2D-IFY通过自己的方式。,"Ici vous pouvez entrer l'un des trois mondes à courir, patiner ou 2D-ifier votre chemin à travers.","Hier können Sie eine von drei Welten geben zu laufen, skaten oder 2D-ify Ihren Weg durch.","Qui è possibile inserire uno dei tre mondi di correre, pattinare o 2D-ify vostro senso attraverso.","여기, 스케이트 또는 2D-쓸어 통해 당신의 방법을 실행하는 데 1 ~ 3의 세계를 입력 할 수 있습니다.","Tutaj można wprowadzić jeden z trzech światów uruchomić, skate lub 2D IFY Twojej drodze.","Здесь вы можете ввести один из трех миров, чтобы бежать, кататься на коньках или 2D-римента свой путь через.","Aquí puede introducir uno de los tres mundos de correr, patinar o 2D-ify su camino a través."
'Cis4',"Win or lose, you'll end up back here either way.",赢或输，你最终会回到这里，无论哪种方式。,"Gagniez ou perdiez, vous finirez par revenir ici de toute façon.","Gewinnen oder verlieren, werden Sie wieder nach oben hier so oder so beenden.","Vincere o perdere, finirete di nuovo qui in entrambi i casi.","이기 든 지든, 당신은 다시 여기에 어느 쪽이든을하게 될 겁니다.","Wygrasz czy przegrasz, będziesz skończyć z powrotem tutaj w obu kierunkach.","Победа или поражение, вы в конечном итоге вернуться сюда в любом случае.","Gane o pierda, usted va a terminar de nuevo aquí de cualquier manera."
'Cis5',"You'll need to be quick though,",你需要要快，虽然，,"Vous aurez besoin d'être rapide cependant,","Sie müssen schnell sein, obwohl,","Avrete bisogno di essere veloce, però,",당신은 빨리 생각해야합니다,"Musisz być szybki, choć,","Вы должны быть быстрыми, хотя,","Tendrá que ser rápido, aunque,"
'Cis6',You only have {0} minutes before the dream ends.,你只有梦想结束前{0}分钟。,Vous avez seulement {0} minutes avant la fin du rêve.,Sie haben nur {0} Minuten vor dem Traum endet.,Hai solo {0} minuti prima le estremità di sogno.,당신은 꿈이 종료되기 전에 {0} 분 있습니다.,Trzeba tylko {0} minutach przed końcach śnie.,У вас есть только {0} минут до окончания сна.,Sólo tiene {0} minutos antes de los extremos de sueño.
'Cis7',"One last thing,",最后一件事，,"Une dernière chose,","Eine letzte Sache,","Un'ultima cosa,","마지막 한가지,","Ostatnia rzecz,","Последняя вещь,","Una última cosa,"
'Cis8',"Every terrain in this dream has a different effect, but you'll need to explore yourself to uncover more.",在这个梦想的每个地形有不同的效果，但你需要去探索自己发现更多。,"Chaque terrain dans ce rêve a un effet différent, mais vous aurez besoin de vous explorer pour découvrir plus.","Jedes Terrain in diesem Traum hat eine andere Wirkung, aber Sie werden selbst erforschen müssen, um mehr zu entdecken.","Ogni terreno in questo sogno ha un effetto diverso, ma avrete bisogno di esplorare se stessi per scoprire di più.","이 꿈의 모든 지형 다른 효과를 가지고 있지만, 당신은 더 많은 밝히기 위해서 자신을 탐구해야합니다.","Każdy teren w tym śnie ma inny efekt, ale trzeba odkrywać siebie, aby odkryć więcej.","Каждая местность в этом сне имеет различный эффект, но вы должны будете исследовать себя, чтобы раскрыть больше.","Cada terreno en este sueño tiene un efecto diferente, pero tendrá que explorar usted mismo para descubrir más."
'Cis9',"Good luck, soldier.",祝你好运，战士。,"Bonne chance, soldat.","Viel Glück, Soldat.","Buona fortuna, soldato.","행운을 빌어 요, 군인입니다.","Powodzenia, żołnierzu.","Успехи, солдаты.","Buena suerte, soldado."
'CiB1',Now that's a bounce totem,现在这是一个反弹的图腾,"Maintenant, c'est un totem de rebond","Nun, das ist ein Bounce-Totem",Ora che è un totem di rimbalzo,이제이 반송 토템이다,Teraz jest to totem odrzuceń,Теперь это сильный удар тотем,Ahora que es un tótem de rebote
'CiB2',Jump on it and let's bounce,跳转就可以了，让我们反弹,Aller là-dessus et nous allons rebondir,Springen Sie auf es und lassen Sie uns Bounce,Saltate su di esso e andiamo rimbalzo,그것에 점프의 바운스를 보자,Skocz na niego i niech Bounce,"Перейти на него, и давайте отскок",Saltar sobre ella y dejar de rebote
'CiAr',Remember to use your arrow keys to move when you're in 2D form!,还记得你在2D形式是使用箭头键移动！,Rappelez-vous d'utiliser vos touches fléchées pour se déplacer lorsque vous êtes en forme 2D!,"Denken Sie daran, Ihre Pfeiltasten zu bewegen verwenden, wenn Sie in 2D Form sind!",Ricordatevi di usare i tasti freccia per muoversi quando si è in forma 2D!,당신은 2 차원 형태로있을 때 이동하려면 화살표 키를 사용하는 것을 잊지 마십시오!,"Pamiętaj, aby użyć klawiszy strzałek, aby przenieść, kiedy jesteś w formie 2D!","Не забывайте использовать клавиши со стрелками, чтобы двигаться, когда вы в 2D форме!",Recuerde que debe utilizar las teclas de flecha para mover cuando está en forma 2D!
'CJR1',Press your up arrow key to jump!,按您的向上箭头键跳跃！,Appuyez sur votre flèche pour sauter!,Drücken Sie mit Pfeiltaste nach oben zu springen!,Premi il tasto freccia per saltare!,점프 화살표 키 당신의 최대 누르십시오!,Przycisnąć klawisz strzałki w górę do skoku!,"Жму клавишу со стрелкой вверх, чтобы прыгать!",Presione su tecla de flecha arriba para saltar!
'CJR2',You can also wall jump by hugging a wall and pressing the up arrow key,你也跳墙由力求贴近墙面和向上箭头键键能,Vous pouvez également sauter de mur en restant près du mur et en appuyant sur la flèche haut,Sie können auch Wandsprung von nah an der Wand bleiben und die Pfeiltaste nach oben drücken,È inoltre possibile salto sul muro per stare vicino al muro e premendo il tasto freccia,당신은 가까운 벽에 머물고 위쪽 화살표 키를 눌러 또한 벽 이동할 수 있습니다,Można również skoku ściany pozostając blisko ściany i naciskając klawisz strzałki w górę,"Вы можете также стены прыжок, оставаясь близко к стене и нажав клавишу со стрелкой вверх",También puede saltar la pared al permanecer cerca de la pared y pulsando la tecla de flecha hacia arriba
'CiGr',"Now that's a gravity totem, wall jump into it and reverse gravity!",现在这是一个重力图腾，墙上跳了进去，并反向重力！,"Maintenant, c'est un totem de gravité, sauter de mur en elle et la gravité inverse!","Nun, das ist eine Schwerkraft toter, Wand springt hinein und umgekehrt Schwerkraft!","Ora che è un salto di gravità totem, muro in esso e la gravità inversa!","이제 그것과 반대로 중력에 중력 토템, 벽 점프입니다!","Teraz to skok totem grawitacja, ściana do niego i odwrotnej grawitacji!","Теперь это гравитация тотем, прыжок от стены в нее и обратную силу тяжести!","Ahora que es un salto de la gravedad tótem, la pared en ella y la gravedad inversa!"